Front,Back,Tags
devolver algo a alguien,"<div class=""answer"">zurückgeben</div><div class=""meta""><p><b>Significado:</b><br>devolver un objeto a la persona que lo tenía antes</p><div class=""example""><b>Ejemplo:</b><br>Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.</div><div class=""translation""><b>Traducción:</b><br>Petra pidió prestados 30 euros a Sybille, pero nunca devolvió el dinero.</div><p><b>Construcción:</b><br>jemandem etwas zurückgeben</p><p><b>Perfekt:</b><br>Petra hat das Geld zurückgegeben.</p></div>",verb_prefix family::geben prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local","<div class=""answer"">ausgehen</div><div class=""meta""><p><b>Significado:</b><br>salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local.</p><div class=""example""><b>Ejemplo:</b><br>Er ging noch spät aus.</div><div class=""translation""><b>Traducción:</b><br>Él todavía salió tarde.</div><p><b>Construcción:</b><br>ausgehen</p><p><b>Perfekt:</b><br>Er ist gestern Abend ausgegangen.</p></div>",verb_prefix family::gehen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
alguien comete algo (acusativo),"<div class=""answer"">begehen</div><div class=""meta""><p><b>Significado:</b><br>cometer (por ejemplo, un delito)</p><div class=""example""><b>Ejemplo:</b><br>Darf mein Vermieter meine Wohnung begehen und Fotos machen?</div><div class=""translation""><b>Traducción:</b><br>¿Puede mi arrendador inspeccionar mi apartamento y tomar fotos?</div><p><b>Construcción:</b><br>jemand begeht etwas (Akkusativ)</p><p><b>Perfekt:</b><br>er hat begangen</p></div>",verb_prefix family::gehen prefix::be separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"morir, especialmente plantas o animales","<div class=""answer"">eingehen</div><div class=""meta""><p><b>Significado:</b><br>morir, especialmente plantas o animales</p><div class=""example""><b>Ejemplo:</b><br>Die Pflanze ist eingegangen.</div><div class=""translation""><b>Traducción:</b><br>La planta ha muerto.</div><p><b>Construcción:</b><br>[Subjekt] + eingehen</p><p><b>Perfekt:</b><br>Die Pflanze ist eingegangen.</p></div>",verb_prefix family::gehen prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
evitar o eludir algo no deseado,"<div class=""answer"">entgehen</div><div class=""meta""><p><b>Significado:</b><br>evitar o eludir algo no deseado</p><div class=""example""><b>Ejemplo:</b><br>Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.</div><div class=""translation""><b>Traducción:</b><br>Ellos evitaron por poco la muerte por ahogamiento porque fueron descubiertos a tiempo.</div><p><b>Construcción:</b><br>entgehen + Dativ</p><p><b>Perfekt:</b><br>Sie sind knapp dem Unfall entgangen.</p></div>",verb_prefix family::gehen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"caminar acompañando, generalmente detrás de alguien o algo","<div class=""answer"">hergehen</div><div class=""meta""><p><b>Significado:</b><br>caminar acompañando, generalmente detrás de alguien o algo</p><div class=""example""><b>Ejemplo:</b><br>Hans ging voraus und Peter ging hinter ihm her.</div><div class=""translation""><b>Traducción:</b><br>Hans fue delante y Pedro caminó detrás de él.</div><p><b>Construcción:</b><br>hergehen + hinter + dative</p><p><b>Perfekt:</b><br>Peter ist hinter ihm hergegangen.</p></div>",verb_prefix family::gehen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Prefijo separable hin- indica ir hacia un lugar,"<div class=""answer"">hingehen</div><div class=""meta""><p><b>Significado:</b><br>ir</p><div class=""example""><b>Ejemplo:</b><br>Ich möchte nicht mehr dort hingehen!</div><div class=""translation""><b>Traducción:</b><br>¡Ya no quiero ir allí!</div><p><b>Construcción:</b><br>hingehen + an + Akkusativ (bestimmter Ort)</p><p><b>Perfekt:</b><br>Ich bin dorthin gegangen.</p></div>",verb_prefix family::gehen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
irse (de un lugar),"<div class=""answer"">losgehen</div><div class=""meta""><p><b>Significado:</b><br>irse, partir</p><div class=""example""><b>Ejemplo:</b><br>Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.</div><div class=""translation""><b>Traducción:</b><br>Simplemente irse y comprar rápido, sin embargo, eso no es lo suyo.</div><p><b>Construcción:</b><br>losgehen (von einem Ort)</p><p><b>Perfekt:</b><br>er ist losgegangen</p></div>",verb_prefix family::gehen prefix::los separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
ir acompañado por alguien,"<div class=""answer"">mitgehen</div><div class=""meta""><p><b>Significado:</b><br>ir con alguien, acompañar a alguien andando</p><div class=""example""><b>Ejemplo:</b><br>Wir gingen mit ihnen mit zur Party.</div><div class=""translation""><b>Traducción:</b><br>Fuimos con ellos a la fiesta.</div><p><b>Construcción:</b><br>mit jemandem mitgehen</p><p><b>Perfekt:</b><br>Wir sind zusammen mitgegangen.</p></div>",verb_prefix family::gehen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
seguir a alguien,"<div class=""answer"">nachgehen</div><div class=""meta""><p><b>Significado:</b><br>seguir a alguien</p><div class=""example""><b>Ejemplo:</b><br>Benno ist schon weg, ich werde ihm nachgehen.</div><div class=""translation""><b>Traducción:</b><br>Benno ya se fue, yo lo seguiré.</div><p><b>Construcción:</b><br>jemandem nachgehen</p><p><b>Perfekt:</b><br>Benno ist ihm nachgegangen.</p></div>",verb_prefix family::gehen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
ocurrir; avanzar hacia adelante,"<div class=""answer"">vorgehen</div><div class=""meta""><p><b>Significado:</b><br>ocurrir; avanzar hacia adelante</p><div class=""example""><b>Ejemplo:</b><br>Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.</div><div class=""translation""><b>Traducción:</b><br>Deberíamos avanzar un poco más, entonces veremos mejor.</div><p><b>Construcción:</b><br>vorgehen (sich)</p><p><b>Perfekt:</b><br>er ist vorgegangen</p></div>",verb_prefix family::gehen prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"partir, salir de un lugar","<div class=""answer"">weggehen</div><div class=""meta""><p><b>Significado:</b><br>partir, salir de un lugar</p><div class=""example""><b>Ejemplo:</b><br>Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.</div><div class=""translation""><b>Traducción:</b><br>En lugar de involucrarme en cualquier discusión, me fui de inmediato.</div><p><b>Construcción:</b><br>weggehen + (von + Dativ) [optional]</p><p><b>Perfekt:</b><br>er ist weggegangen</p></div>",verb_prefix family::gehen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
gehen + zu + dativo,"<div class=""answer"">zugehen</div><div class=""meta""><p><b>Significado:</b><br>aproximar</p><div class=""example""><b>Ejemplo:</b><br>Die Förster gingen langsam auf das verletzte Reh zu.</div><div class=""translation""><b>Traducción:</b><br>Los guardabosques se acercaron lentamente al ciervo herido.</div><p><b>Construcción:</b><br>gehen + zu + Dativ</p><p><b>Perfekt:</b><br>Sie sind auf den Lehrer zugegangen.</p></div>",verb_prefix family::gehen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"Regresar, retornar al punto de partida","<div class=""answer"">zurückgehen</div><div class=""meta""><p><b>Significado:</b><br>Regresar, retornar al punto de partida.</p><div class=""example""><b>Ejemplo:</b><br>Es ist schon spät: Es wird Zeit, dass wir zurückgehen.</div><div class=""translation""><b>Traducción:</b><br>Ya es tarde: es hora de que regresemos.</div><p><b>Construcción:</b><br>zurückgehen (präfix + Verb)</p><p><b>Perfekt:</b><br>Sie ist zurückgegangen.</p></div>",verb_prefix family::gehen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
encajar juntos o funcionar bien juntos,"<div class=""answer"">zusammengehen</div><div class=""meta""><p><b>Significado:</b><br>encajar juntos o funcionar bien juntos</p><div class=""example""><b>Ejemplo:</b><br>Dass Liebe und Karriere in diesem Fall zusammengehen, darf bezweifelt werden.</div><div class=""translation""><b>Traducción:</b><br>Se puede dudar de que el amor y la carrera funcionen bien juntos en este caso.</div><p><b>Construcción:</b><br>zusammengehen (ohne Objekt)</p><p><b>Perfekt:</b><br>Liebe und Karriere sind zusammengegangen.</p></div>",verb_prefix family::gehen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
impedir que alguien haga algo,"<div class=""answer"">abhalten</div><div class=""meta""><p><b>Significado:</b><br>impedir que alguien haga algo</p><div class=""example""><b>Ejemplo:</b><br>Die Farbe hielt sie davon ab, die Schuhe zu kaufen.</div><div class=""translation""><b>Traducción:</b><br>El color le impidió comprar los zapatos.</div><p><b>Construcción:</b><br>jemanden davon abhalten, etwas zu tun</p><p><b>Perfekt:</b><br>Sie hat mich davon abgehalten, mitzukommen.</p></div>",verb_prefix family::halten prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
detener o impedir que alguien o algo continúe moviéndose o avanzando,"<div class=""answer"">aufhalten</div><div class=""meta""><p><b>Significado:</b><br>detener o impedir que alguien o algo continúe moviéndose o avanzando</p><div class=""example""><b>Ejemplo:</b><br>Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.</div><div class=""translation""><b>Traducción:</b><br>El comando operativo pudo ser detenido justo a tiempo.</div><p><b>Construcción:</b><br>aufhalten + Akkusativ (jemanden/etwas aufhalten)</p><p><b>Perfekt:</b><br>Er hat den Bus aufgehalten.</p></div>",verb_prefix family::halten prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
soportar una situación desagradable,"<div class=""answer"">aushalten</div><div class=""meta""><p><b>Significado:</b><br>soportar una situación desagradable</p><div class=""example""><b>Ejemplo:</b><br>Er muss ständig die Launen seiner Frau aushalten.</div><div class=""translation""><b>Traducción:</b><br>Él tiene que soportar continuamente los caprichos de su esposa.</div><p><b>Perfekt:</b><br>Er hat die Strapazen gut ausgehalten.</p></div>",verb_prefix family::halten prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"cumplir, respetar","<div class=""answer"">einhalten</div><div class=""meta""><p><b>Significado:</b><br>cumplir, respetar</p><div class=""example""><b>Ejemplo:</b><br>Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.</div><div class=""translation""><b>Traducción:</b><br>Los conductores deben respetar una distancia lateral mínima de un metro al adelantar a un peatón.</div><p><b>Perfekt:</b><br>Der Fahrer hat den Abstand eingehalten.</p></div>",verb_prefix family::halten prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
transitivo con objeto acusativo,"<div class=""answer"">enthalten</div><div class=""meta""><p><b>Significado:</b><br>contener, incluir</p><div class=""example""><b>Ejemplo:</b><br>In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].</div><div class=""translation""><b>Traducción:</b><br>En interpretación de la LuftVO y en analogía con el planeador, la orden de operación de parapente contiene reglas especiales para vuelo en pendientes y térmicas para coordinar los movimientos de vuelo, [...].</div><p><b>Perfekt:</b><br>Die Hängegleiterbetriebsordnung hat viele wichtige Regeln enthalten.</p></div>",verb_prefix family::halten prefix::ent separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
para + acusativo,"<div class=""answer"">herhalten</div><div class=""meta""><p><b>Significado:</b><br>servir para algo o ser responsable de algo</p><div class=""example""><b>Ejemplo:</b><br>Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür herhalten.</div><div class=""translation""><b>Traducción:</b><br>Apenas estuvo de visita una vez desde Hamburgo, ya tuvo que servir para eso otra vez.</div><p><b>Construcción:</b><br>für + Akkusativ</p><p><b>Perfekt:</b><br>Er hat dafür hergehalten.</p></div>",verb_prefix family::halten prefix::her separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
sostener algo para que alguien lo vea o lo tome,"<div class=""answer"">hinhalten</div><div class=""meta""><p><b>Significado:</b><br>sostener algo para que alguien lo vea o lo tome</p><div class=""example""><b>Ejemplo:</b><br>Kannst du das Bild mal da so hinhalten, damit ich sehe, wie es wirkt?</div><div class=""translation""><b>Traducción:</b><br>¿Puedes sostener el cuadro así ahí para que pueda ver cómo queda?</div><p><b>Perfekt:</b><br>du hast hingehalten</p></div>",verb_prefix family::halten prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"poder competir, seguir","<div class=""answer"">mithalten</div><div class=""meta""><p><b>Significado:</b><br>poder competir, seguir</p><div class=""example""><b>Ejemplo:</b><br>Doch gerade in diesem Bereich können viele kleinere Händler nicht mithalten.</div><div class=""translation""><b>Traducción:</b><br>Pero precisamente en este área muchos comerciantes pequeños no pueden mantenerse al día.</div><p><b>Construcción:</b><br>mithalten + Akkusativ (jemandem/etwas)</p><p><b>Perfekt:</b><br>Er hat nicht mit den Großen mitgehalten.</p></div>",verb_prefix family::halten prefix::mit separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
retener o suprimir algo,"<div class=""answer"">verhalten</div><div class=""meta""><p><b>Significado:</b><br>retener o suprimir algo</p><div class=""example""><b>Ejemplo:</b><br>Tycho de Brahe fuhr zu Prag mit dem Kaiser Rudolf dem zweyten in der Kutsche, und wollte den Harn verhalten, aber nachdem er seine Freyheit wieder erlanget, konnte er gar nicht harnen, und starb aus lauter Höflichkeit.</div><div class=""translation""><b>Traducción:</b><br>Tycho de Brahe fue a Praga con el emperador Rodolfo el Segundo en la calesa, y quiso retener la orina, pero después de recuperar su libertad, no pudo orinar y murió por pura cortesía.</div><p><b>Perfekt:</b><br>Tycho de Brahe hat den Harn verhalten.</p></div>",verb_prefix family::halten prefix::ver separability::inseparable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::translation_es_to_de
sostener algo delante de uno,"<div class=""answer"">vorhalten</div><div class=""meta""><p><b>Significado:</b><br>sostener algo con la mano delante de uno, por ejemplo para cubrir o proteger</p><div class=""example""><b>Ejemplo:</b><br>Die erkrankte Person muss sich beim Husten oder Niesen die Hand vorhalten und sich anschließend die Hände waschen.</div><div class=""translation""><b>Traducción:</b><br>La persona enferma debe sostenerse la mano delante al toser o estornudar y luego lavarse las manos.</div><p><b>Construcción:</b><br>etwas vor sich halten</p><p><b>Perfekt:</b><br>Er hat sich die Hand vorgehalten, um die Tröpfchen abzufangen.</p></div>",verb_prefix family::halten prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
alguien ciERRA algo,"<div class=""answer"">zuhalten</div><div class=""meta""><p><b>Significado:</b><br>asegurar que algo permanezca cerrado</p><div class=""example""><b>Ejemplo:</b><br>Ich dachte schon, ich müsste die ganze Nacht die Öffnung zuhalten.</div><div class=""translation""><b>Traducción:</b><br>Ya pensé que tendría que mantener cerrada la apertura toda la noche.</div><p><b>Construcción:</b><br>jemand hält etwas zu</p><p><b>Perfekt:</b><br>Er hat die Tür zugehalten.</p></div>",verb_prefix family::halten prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
transitivo: el sujeto contiene algo,"<div class=""answer"">zurückhalten</div><div class=""meta""><p><b>Significado:</b><br>contener, retener</p><div class=""example""><b>Ejemplo:</b><br>In einer klaren Nacht wird es folglich wesentlich kälter als in einer Nacht mit geschlossener Wolkendecke, da die terrestrische Wärmestrahlung ins Weltall entweichen kann und kaum durch in der Atmosphäre enthaltenen kondensierten Wasserdampf zurückgehalten wird.</div><div class=""translation""><b>Traducción:</b><br>En una noche clara, por lo tanto, hace considerablemente más frío que en una noche con cubierta de nubes, ya que la radiación térmica terrestre puede escapar al espacio y apenas es contenida por el vapor de agua condensado contenido en la atmósfera.</div><p><b>Construcción:</b><br>transitiv: Subjekt hält etwas zurück</p><p><b>Perfekt:</b><br>er hat zurückgehalten</p></div>",verb_prefix family::halten prefix::zurück separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"formar una unidad sólida, no separarse","<div class=""answer"">zusammenhalten</div><div class=""meta""><p><b>Significado:</b><br>formar una unidad sólida, no separarse</p><div class=""example""><b>Ejemplo:</b><br>Der Stuhl hält jetzt wieder zusammen.</div><div class=""translation""><b>Traducción:</b><br>La silla ahora vuelve a mantenerse unida.</div><p><b>Construcción:</b><br>zusammenhalten + Subjekt (das zusammenhält)</p><p><b>Perfekt:</b><br>Der Stuhl hat zusammengehalten.</p></div>",verb_prefix family::halten prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llegar a (un lugar),"<div class=""answer"">ankommen</div><div class=""meta""><p><b>Significado:</b><br>llegar a un lugar</p><div class=""example""><b>Ejemplo:</b><br>Ich kam gestern in Bremen an.</div><div class=""translation""><b>Traducción:</b><br>Llegué ayer a Bremen.</div><p><b>Construcción:</b><br>ankommen (in [+Dativ] Ort)</p><p><b>Perfekt:</b><br>Er ist um 8 Uhr angekommen.</p></div>",verb_prefix family::kommen prefix::an separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
aparecer o surgir (para algo),"<div class=""answer"">aufkommen</div><div class=""meta""><p><b>Significado:</b><br>aparecer, llegar, surgir</p><div class=""example""><b>Ejemplo:</b><br>Mit den Selfies ist eine neue Mode aufgekommen.</div><div class=""translation""><b>Traducción:</b><br>Con los selfies ha surgido una nueva moda.</div><p><b>Construcción:</b><br>aufkommen (für etwas)</p><p><b>Perfekt:</b><br>Eine neue Mode ist aufgekommen.</p></div>",verb_prefix family::kommen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
con + dativo,"<div class=""answer"">auskommen</div><div class=""meta""><p><b>Significado:</b><br>manejarse con algo o tener suficiente de algo</p><div class=""example""><b>Ejemplo:</b><br>Mit den Getränken werden wir das Wochenende auskommen.</div><div class=""translation""><b>Traducción:</b><br>Con las bebidas nos las arreglaremos para el fin de semana.</div><p><b>Construcción:</b><br>mit + Dativ</p><p><b>Perfekt:</b><br>Wir sind gut mit dem Geld ausgekommen.</p></div>",verb_prefix family::kommen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"poder demostrar algo a alguien, responsabilizar a alguien","<div class=""answer"">beikommen</div><div class=""meta""><p><b>Significado:</b><br>poder demostrar algo a alguien, responsabilizar a alguien</p><div class=""example""><b>Ejemplo:</b><br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beizukommen.</div><div class=""translation""><b>Traducción:</b><br>A este empresario turbio apenas se le puede hacer frente con medios legales.</div><p><b>Construcción:</b><br>beikommen + Dativ (Person), + Akkusativ (Sache)</p><p><b>Perfekt:</b><br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beigekommen.</p></div>",verb_prefix family::kommen prefix::bei separability::separable difficulty::c1 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
recibir algo,"<div class=""answer"">bekommen</div><div class=""meta""><p><b>Significado:</b><br>recibir algo</p><div class=""example""><b>Ejemplo:</b><br>Wir bekommen Post.</div><div class=""translation""><b>Traducción:</b><br>Recibimos correo.</div><p><b>Perfekt:</b><br>Sie hat ein Paket bekommen.</p></div>",verb_prefix family::kommen prefix::be separability::inseparable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
salir/marcharse de un lugar,"<div class=""answer"">fortkommen</div><div class=""meta""><p><b>Significado:</b><br>salir de un lugar, marcharse</p><div class=""example""><b>Ejemplo:</b><br>Ich sende dir dorthin Nachricht, wann ich hier fortkommen kann.</div><div class=""translation""><b>Traducción:</b><br>Te enviaré un mensaje allí, cuándo puedo salir de aquí.</div><p><b>Construcción:</b><br>fortkommen</p><p><b>Perfekt:</b><br>Ich bin gestern spät fortgekommen.</p></div>",verb_prefix family::kommen prefix::fort separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_es_to_de
venir hacia la persona que habla,"<div class=""answer"">herkommen</div><div class=""meta""><p><b>Significado:</b><br>venir hacia la persona que habla</p><div class=""example""><b>Ejemplo:</b><br>Komm sofort her!</div><div class=""translation""><b>Traducción:</b><br>¡Ven hacia aquí inmediatamente!</div><p><b>Construcción:</b><br>herkommen [intransitiv]</p><p><b>Perfekt:</b><br>Er ist hergekommen</p></div>",verb_prefix family::kommen prefix::her separability::separable difficulty::a1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"mit + kommen (seguir a alguien, ir juntos a un lugar)","<div class=""answer"">mitkommen</div><div class=""meta""><p><b>Significado:</b><br>acompañar, irse con, ir con, venir con, venirse con</p><div class=""example""><b>Ejemplo:</b><br>Ich würde gerne mit euch mitkommen, bin aber leider krank.</div><div class=""translation""><b>Traducción:</b><br>Me gustaría ir con vosotros, pero desgraciadamente estoy enfermo.</div><p><b>Construcción:</b><br>mit + kommen (jemandem folgen, zusammen zu einem Ort gehen)</p><p><b>Perfekt:</b><br>Ich bin mitgekommen.</p></div>",verb_prefix family::kommen prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
verbo intransitivo con objeto dativo,"<div class=""answer"">nachkommen</div><div class=""meta""><p><b>Significado:</b><br>seguir a alguien o algo; ocurrir después como consecuencia</p><div class=""example""><b>Ejemplo:</b><br>Dann lässt sich von unseren jungen Leuten der eine seine Braut, der andere seine Eltern und Geschwister nachkommen.</div><div class=""translation""><b>Traducción:</b><br>Entonces, de nuestros jóvenes, uno hace que su novia le siga, el otro a sus padres y hermanos.</div><p><b>Construcción:</b><br>intransitive verb with dative object</p><p><b>Perfekt:</b><br>Sie ist gestern nachgekommen.</p></div>",verb_prefix family::kommen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
moverse hacia adelante (reflexivo),"<div class=""answer"">vorkommen</div><div class=""meta""><p><b>Significado:</b><br>avanzar</p><div class=""example""><b>Ejemplo:</b><br>Komm doch mal vor zu mir!</div><div class=""translation""><b>Traducción:</b><br>¡Avanza hacia mí!</div><p><b>Construcción:</b><br>sich (reflexiv) nach vorn bewegen</p><p><b>Perfekt:</b><br>Er ist vorgekommen.</p></div>",verb_prefix family::kommen prefix::vor separability::separable difficulty::a2 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"irse, alejarse","<div class=""answer"">wegkommen</div><div class=""meta""><p><b>Significado:</b><br>irse, alejarse</p><div class=""example""><b>Ejemplo:</b><br>Kevin, komm da sofort weg! Das ist gefährlich!</div><div class=""translation""><b>Traducción:</b><br>¡Kevin, aléjate de ahí inmediatamente! ¡Es peligroso!</div><p><b>Construcción:</b><br>wegkommen (intransitiv)</p><p><b>Perfekt:</b><br>Kevin ist sofort weggekommen.</p></div>",verb_prefix family::kommen prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
avanzar o progresar hacia un destino durante un viaje,"<div class=""answer"">weiterkommen</div><div class=""meta""><p><b>Significado:</b><br>avanzar o progresar hacia un destino durante un viaje</p><div class=""example""><b>Ejemplo:</b><br>Sieh zu, dass du weiterkommst, bald wird es dunkel und der Weg zur Herberge ist noch lang.</div><div class=""translation""><b>Traducción:</b><br>Asegúrate de avanzar, pronto se hará de noche y el camino al albergue aún es largo.</div><p><b>Construcción:</b><br>weiterkommen</p><p><b>Perfekt:</b><br>Sie ist gestern weitergekommen.</p></div>",verb_prefix family::kommen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Verbo + objeto dativo,"<div class=""answer"">zukommen</div><div class=""meta""><p><b>Significado:</b><br>acercarse, aproximarse</p><div class=""example""><b>Ejemplo:</b><br>Ich sehe, wie der große Hund auf ihn zukommt.</div><div class=""translation""><b>Traducción:</b><br>Veo cómo el perro grande se le acerca.</div><p><b>Construcción:</b><br>Verb + Dativobjekt</p><p><b>Perfekt:</b><br>Der Brief ist gestern zu mir zugkommen.</p></div>",verb_prefix family::kommen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
algo comienza o fluye,"<div class=""answer"">ablaufen</div><div class=""meta""><p><b>Significado:</b><br>algo comienza o fluye</p><div class=""example""><b>Ejemplo:</b><br>Du kommst zu spät; sie sind bereits vor einigen Minuten abgelaufen.</div><div class=""translation""><b>Traducción:</b><br>Llegas tarde; ya han comenzado hace varios minutos.</div><p><b>Construcción:</b><br>ablaufen (etwas)</p><p><b>Perfekt:</b><br>Die Frist ist bereits abgelaufen.</p></div>",verb_prefix family::laufen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"resistir, encontrarse con resistencia al correr","<div class=""answer"">anlaufen</div><div class=""meta""><p><b>Significado:</b><br>resistir, encontrarse con resistencia al correr</p><div class=""example""><b>Ejemplo:</b><br>Heinz lief gegen den Wind an.</div><div class=""translation""><b>Traducción:</b><br>Heinz corrió contra el viento.</div><p><b>Construcción:</b><br>anlaufen + Akkusativ (Hindernis, Widerstand)</p><p><b>Perfekt:</b><br>Heinz ist gegen den Wind angelaufen.</p></div>",verb_prefix family::laufen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
encallar en algo,"<div class=""answer"">auflaufen</div><div class=""meta""><p><b>Significado:</b><br>encallar, varar, abarrancar</p><div class=""example""><b>Ejemplo:</b><br>Das Schiff lief auf ein Riff auf.</div><div class=""translation""><b>Traducción:</b><br>El barco encalló en un arrecife.</div><p><b>Construcción:</b><br>auf etwas ___ (laufen)</p><p><b>Perfekt:</b><br>Das Schiff ist auf ein Riff aufgelaufen.</p></div>",verb_prefix family::laufen prefix::auf separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_es_to_de
filtrar,"<div class=""answer"">auslaufen</div><div class=""meta""><p><b>Significado:</b><br>filtrar</p><div class=""example""><b>Ejemplo:</b><br>Die Milchtüte ist im Kühlschrank ausgelaufen.</div><div class=""translation""><b>Traducción:</b><br>La bolsa de leche ha filtrado en la nevera.</div><p><b>Construcción:</b><br>auslaufen (von Flüssigkeiten)</p><p><b>Perfekt:</b><br>Die Milchtüte ist im Kühlschrank ausgelaufen.</p></div>",verb_prefix family::laufen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
