Front,Back,Tags
nachführen,"<div class=""answer"">ajustar algo a un objetivo cambiante</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Effizienz von Photovoltaikanlagen steigt, wenn man die Panels der Sonne nachführt.</div><div class=""translation""><b>Traducción:</b><br>La eficiencia de las instalaciones fotovoltaicas aumenta cuando se ajustan los paneles al sol.</div><p><b>Perfekt:</b><br>Man hat die Solarpanels der Sonne nachgeführt.</p></div>",verb_prefix family::führen prefix::nach separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
verführen,"<div class=""answer"">engañar o inducir a hacer algo malo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Es sind ferner 130 Pferde vorhanden, welche das Bier verführen.</div><div class=""translation""><b>Traducción:</b><br>Además, hay 130 caballos presentes que engañan la cerveza.</div><p><b>Perfekt:</b><br>Sie hat ihn verführt.</p></div>",verb_prefix family::führen prefix::ver separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorführen,"<div class=""answer"">mostrar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ein Kinofilm, der mit der gängigen analogen Technologie aufgezeichnet wurde, kann auf jedem Kinoprojektor in jedem Land der Welt vorgeführt werden.</div><div class=""translation""><b>Traducción:</b><br>Una película que fue grabada con la tecnología analógica común puede ser mostrada en cualquier proyector de cine en cualquier país del mundo.</div><p><b>Perfekt:</b><br>Der Lehrer hat den neuen Computer im Klassenzimmer vorgeführt.</p></div>",verb_prefix family::führen prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weiterführen,"<div class=""answer"">continuar algo que se ha empezado</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>1918 zum titular a.o. Prof. ernannt, konnte Spitzy diese Einrichtung nach Kriegsende als Zivilspital weiterführen und wurde 1923 zum Direktor und Primararzt dieses orthopädischen Spitals ernannt, an dem er bis 1942 wirkte.</div><div class=""translation""><b>Traducción:</b><br>Nombrado profesor titular honorario en 1918, Spitzy pudo continuar este establecimiento como hospital civil después de la guerra y fue nombrado director y médico principal de este hospital ortopédico en 1923, donde trabajó hasta 1942.</div><p><b>Perfekt:</b><br>Spitzy hat diese Einrichtung weitergeführt.</p></div>",verb_prefix family::führen prefix::weiter separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zuführen,"<div class=""answer"">conducir hacia un lugar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Maschine wird kein Strom zugeführt, da das Kabel defekt ist.</div><div class=""translation""><b>Traducción:</b><br>A la máquina no se le conduce corriente porque el cable está defectuoso.</div><p><b>Construcción:</b><br>etwas zu etwas zuführen</p><p><b>Perfekt:</b><br>Die Maschine hat keinen Strom zugeführt bekommen.</p></div>",verb_prefix family::führen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zurückführen,"<div class=""answer"">llevar de vuelta al lugar de origen</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Bund muss viel stärker als bisher geplant und langfristiger operativ in die Betreuung einsteigen und mindestens die Hälfte aller Flüchtlinge aufnehmen, betreuen und bei negativem Ausgang in ihre Heimatländer zurückführen.</div><div class=""translation""><b>Traducción:</b><br>El gobierno federal debe involucrarse en la atención mucho más intensamente y a largo plazo de lo previsto hasta ahora y acoger, cuidar y devolver al menos a la mitad de todos los refugiados a sus países de origen en caso de resultado negativo.</div><p><b>Construcción:</b><br>jemanden/etwas zurückführen (auf)</p><p><b>Perfekt:</b><br>Er hat die Flüchtlinge zurückgeführt.</p></div>",verb_prefix family::führen prefix::zurück separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
abgeben,"<div class=""answer"">entregar, ceder, dar, emitir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Am Schluss geben Sie bitte Ihre Klausur bei mir ab.</div><div class=""translation""><b>Traducción:</b><br>Al final, por favor entregue su examen a mí.</div><p><b>Construcción:</b><br>jemandem etwas abgeben</p><p><b>Perfekt:</b><br>Sie hat die Arbeit abgegeben.</p></div>",verb_prefix family::geben prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
angeben,"<div class=""answer"">indicar o afirmar una información.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Bei der Versicherung gab er seine neue Adresse an.</div><div class=""translation""><b>Traducción:</b><br>En la aseguradora, él indicó su nueva dirección.</div><p><b>Construcción:</b><br>angeben + Akkusativ (die Information)</p><p><b>Perfekt:</b><br>hat angegeben</p></div>",verb_prefix family::geben prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
aufgeben,"<div class=""answer"">cesar, rendirse, renunciar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Läufer gab nach einem Sturz auf.</div><div class=""translation""><b>Traducción:</b><br>El corredor se rindió después de una caída.</div><p><b>Perfekt:</b><br>Er hat das Training aufgegeben.</p></div>",verb_prefix family::geben prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ausgeben,"<div class=""answer"">gastar dinero</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete aus.</div><div class=""translation""><b>Traducción:</b><br>Gasto alrededor del 40 % de mi ingreso neto en el alquiler del apartamento.</div><p><b>Construcción:</b><br>ausgeben + Akkusativobjekt</p><p><b>Perfekt:</b><br>Er hat viel Geld für Essen ausgegeben.</p></div>",verb_prefix family::geben prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
eingeben,"<div class=""answer"">Administrar o dar una medicina o remedio a alguien para que lo tome.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Man gab dem Töchterchen Arzney ein und legte es zu Bette.</div><div class=""translation""><b>Traducción:</b><br>Le dieron a la hijita la medicina y la acostaron en la cama.</div><p><b>Construcción:</b><br>jemandem (Dativ) etwas (Akkusativ) eingeben</p><p><b>Perfekt:</b><br>Sie hat dem Kind die Arznei eingegeben.</p></div>",verb_prefix family::geben prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hergeben,"<div class=""answer"">dar, entregar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Gib mir bitte den Salzstreuer her.</div><div class=""translation""><b>Traducción:</b><br>Por favor, pásame el salero.</div><p><b>Perfekt:</b><br>Ich habe das Buch hergegeben.</p></div>",verb_prefix family::geben prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hingeben<br>transitiv mit Dativ,"<div class=""answer"">entregar algo a alguien, dándolo hacia su dirección</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen hingegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.</div><div class=""translation""><b>Traducción:</b><br>Había dos artistas ancianos que se asombraron de lo que habían entregado a tantas personas con el tiempo y de lo que no quedó rastro alguno en esos destinatarios; que no retuvieron nada y que no convirtieron los dones en talentos.</div><p><b>Construcción:</b><br>transitiv mit Dativ</p><p><b>Perfekt:</b><br>Sie hat ihre alten Bücher an die Bibliothek hingegeben.</p></div>",verb_prefix family::geben prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
mitgeben,"<div class=""answer"">dar a alguien que se va algo, generalmente con un propósito especial</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Da er gleich zur Post fuhr, konnten wir ihm unser Paket mitgeben.</div><div class=""translation""><b>Traducción:</b><br>Como él iba directamente a la oficina de correos, pudimos darle nuestro paquete.</div><p><b>Construcción:</b><br>jemandem (Dativ) etwas (Akkusativ) mitgeben</p><p><b>Perfekt:</b><br>Er hat ihm das Buch mitgegeben.</p></div>",verb_prefix family::geben prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
nachgeben<br>nach + Dativobjekt geben,"<div class=""answer"">agregar algo adicional o más</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Könnten sie mir bitte etwas vom Salat nachgeben, wandte er sich an den Kellner.</div><div class=""translation""><b>Traducción:</b><br>¿Podrían darme un poco más de ensalada, le dijo al camarero.</div><p><b>Construcción:</b><br>nach + Dativobjekt geben</p><p><b>Perfekt:</b><br>sie hat nachgegeben</p></div>",verb_prefix family::geben prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weitergeben,"<div class=""answer"">pasar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Würdest du das Anschauungsmaterial bitte weitergeben, damit es alle betrachten können?</div><div class=""translation""><b>Traducción:</b><br>¿Podrías pasar el material visual para que todos puedan verlo?</div><p><b>Perfekt:</b><br>Sie hat das Material weitergegeben.</p></div>",verb_prefix family::geben prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zugeben,"<div class=""answer"">admitir algo como correcto o verdadero; reconocer una propia acción</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?</div><div class=""translation""><b>Traducción:</b><br>Admito que Peter quizás es imprudente, pero ¿es Hans realmente mejor?</div><p><b>Perfekt:</b><br>er hat zugegeben</p></div>",verb_prefix family::geben prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zurückgeben,"<div class=""answer"">devolver un objeto a la persona que lo tenía antes</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.</div><div class=""translation""><b>Traducción:</b><br>Petra pidió prestados 30 euros a Sybille, pero nunca devolvió el dinero.</div><p><b>Construcción:</b><br>jemandem etwas zurückgeben</p><p><b>Perfekt:</b><br>Petra hat das Geld zurückgegeben.</p></div>",verb_prefix family::geben prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ausgehen,"<div class=""answer"">salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Er ging noch spät aus.</div><div class=""translation""><b>Traducción:</b><br>Él todavía salió tarde.</div><p><b>Construcción:</b><br>ausgehen</p><p><b>Perfekt:</b><br>Er ist gestern Abend ausgegangen.</p></div>",verb_prefix family::gehen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
begehen<br>jemand begeht etwas (Akkusativ),"<div class=""answer"">cometer (por ejemplo, un delito)</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Darf mein Vermieter meine Wohnung begehen und Fotos machen?</div><div class=""translation""><b>Traducción:</b><br>¿Puede mi arrendador inspeccionar mi apartamento y tomar fotos?</div><p><b>Construcción:</b><br>jemand begeht etwas (Akkusativ)</p><p><b>Perfekt:</b><br>er hat begangen</p></div>",verb_prefix family::gehen prefix::be separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
eingehen,"<div class=""answer"">morir, especialmente plantas o animales</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Pflanze ist eingegangen.</div><div class=""translation""><b>Traducción:</b><br>La planta ha muerto.</div><p><b>Construcción:</b><br>[Subjekt] + eingehen</p><p><b>Perfekt:</b><br>Die Pflanze ist eingegangen.</p></div>",verb_prefix family::gehen prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
entgehen,"<div class=""answer"">evitar o eludir algo no deseado</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.</div><div class=""translation""><b>Traducción:</b><br>Ellos evitaron por poco la muerte por ahogamiento porque fueron descubiertos a tiempo.</div><p><b>Construcción:</b><br>entgehen + Dativ</p><p><b>Perfekt:</b><br>Sie sind knapp dem Unfall entgangen.</p></div>",verb_prefix family::gehen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hergehen,"<div class=""answer"">caminar acompañando, generalmente detrás de alguien o algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Hans ging voraus und Peter ging hinter ihm her.</div><div class=""translation""><b>Traducción:</b><br>Hans fue delante y Pedro caminó detrás de él.</div><p><b>Construcción:</b><br>hergehen + hinter + dative</p><p><b>Perfekt:</b><br>Peter ist hinter ihm hergegangen.</p></div>",verb_prefix family::gehen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hingehen,"<div class=""answer"">ir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich möchte nicht mehr dort hingehen!</div><div class=""translation""><b>Traducción:</b><br>¡Ya no quiero ir allí!</div><p><b>Construcción:</b><br>hingehen + an + Akkusativ (bestimmter Ort)</p><p><b>Perfekt:</b><br>Ich bin dorthin gegangen.</p></div>",verb_prefix family::gehen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
losgehen,"<div class=""answer"">irse, partir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.</div><div class=""translation""><b>Traducción:</b><br>Simplemente irse y comprar rápido, sin embargo, eso no es lo suyo.</div><p><b>Construcción:</b><br>losgehen (von einem Ort)</p><p><b>Perfekt:</b><br>er ist losgegangen</p></div>",verb_prefix family::gehen prefix::los separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
mitgehen,"<div class=""answer"">ir con alguien, acompañar a alguien andando</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wir gingen mit ihnen mit zur Party.</div><div class=""translation""><b>Traducción:</b><br>Fuimos con ellos a la fiesta.</div><p><b>Construcción:</b><br>mit jemandem mitgehen</p><p><b>Perfekt:</b><br>Wir sind zusammen mitgegangen.</p></div>",verb_prefix family::gehen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
nachgehen,"<div class=""answer"">seguir a alguien</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Benno ist schon weg, ich werde ihm nachgehen.</div><div class=""translation""><b>Traducción:</b><br>Benno ya se fue, yo lo seguiré.</div><p><b>Construcción:</b><br>jemandem nachgehen</p><p><b>Perfekt:</b><br>Benno ist ihm nachgegangen.</p></div>",verb_prefix family::gehen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorgehen,"<div class=""answer"">ocurrir; avanzar hacia adelante</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.</div><div class=""translation""><b>Traducción:</b><br>Deberíamos avanzar un poco más, entonces veremos mejor.</div><p><b>Construcción:</b><br>vorgehen (sich)</p><p><b>Perfekt:</b><br>er ist vorgegangen</p></div>",verb_prefix family::gehen prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weggehen,"<div class=""answer"">partir, salir de un lugar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.</div><div class=""translation""><b>Traducción:</b><br>En lugar de involucrarme en cualquier discusión, me fui de inmediato.</div><p><b>Construcción:</b><br>weggehen + (von + Dativ) [optional]</p><p><b>Perfekt:</b><br>er ist weggegangen</p></div>",verb_prefix family::gehen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zugehen<br>gehen + zu + Dativ,"<div class=""answer"">aproximar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Förster gingen langsam auf das verletzte Reh zu.</div><div class=""translation""><b>Traducción:</b><br>Los guardabosques se acercaron lentamente al ciervo herido.</div><p><b>Construcción:</b><br>gehen + zu + Dativ</p><p><b>Perfekt:</b><br>Sie sind auf den Lehrer zugegangen.</p></div>",verb_prefix family::gehen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zurückgehen,"<div class=""answer"">Regresar, retornar al punto de partida.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Es ist schon spät: Es wird Zeit, dass wir zurückgehen.</div><div class=""translation""><b>Traducción:</b><br>Ya es tarde: es hora de que regresemos.</div><p><b>Construcción:</b><br>zurückgehen (präfix + Verb)</p><p><b>Perfekt:</b><br>Sie ist zurückgegangen.</p></div>",verb_prefix family::gehen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zusammengehen,"<div class=""answer"">encajar juntos o funcionar bien juntos</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Dass Liebe und Karriere in diesem Fall zusammengehen, darf bezweifelt werden.</div><div class=""translation""><b>Traducción:</b><br>Se puede dudar de que el amor y la carrera funcionen bien juntos en este caso.</div><p><b>Construcción:</b><br>zusammengehen (ohne Objekt)</p><p><b>Perfekt:</b><br>Liebe und Karriere sind zusammengegangen.</p></div>",verb_prefix family::gehen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
abhalten,"<div class=""answer"">impedir que alguien haga algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Farbe hielt sie davon ab, die Schuhe zu kaufen.</div><div class=""translation""><b>Traducción:</b><br>El color le impidió comprar los zapatos.</div><p><b>Construcción:</b><br>jemanden davon abhalten, etwas zu tun</p><p><b>Perfekt:</b><br>Sie hat mich davon abgehalten, mitzukommen.</p></div>",verb_prefix family::halten prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
aufhalten,"<div class=""answer"">detener o impedir que alguien o algo continúe moviéndose o avanzando</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.</div><div class=""translation""><b>Traducción:</b><br>El comando operativo pudo ser detenido justo a tiempo.</div><p><b>Construcción:</b><br>aufhalten + Akkusativ (jemanden/etwas aufhalten)</p><p><b>Perfekt:</b><br>Er hat den Bus aufgehalten.</p></div>",verb_prefix family::halten prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
aushalten,"<div class=""answer"">soportar una situación desagradable</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Er muss ständig die Launen seiner Frau aushalten.</div><div class=""translation""><b>Traducción:</b><br>Él tiene que soportar continuamente los caprichos de su esposa.</div><p><b>Perfekt:</b><br>Er hat die Strapazen gut ausgehalten.</p></div>",verb_prefix family::halten prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
einhalten,"<div class=""answer"">cumplir, respetar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.</div><div class=""translation""><b>Traducción:</b><br>Los conductores deben respetar una distancia lateral mínima de un metro al adelantar a un peatón.</div><p><b>Perfekt:</b><br>Der Fahrer hat den Abstand eingehalten.</p></div>",verb_prefix family::halten prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
enthalten,"<div class=""answer"">contener, incluir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].</div><div class=""translation""><b>Traducción:</b><br>En interpretación de la LuftVO y en analogía con el planeador, la orden de operación de parapente contiene reglas especiales para vuelo en pendientes y térmicas para coordinar los movimientos de vuelo, [...].</div><p><b>Perfekt:</b><br>Die Hängegleiterbetriebsordnung hat viele wichtige Regeln enthalten.</p></div>",verb_prefix family::halten prefix::ent separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
herhalten<br>für + Akkusativ,"<div class=""answer"">servir para algo o ser responsable de algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür herhalten.</div><div class=""translation""><b>Traducción:</b><br>Apenas estuvo de visita una vez desde Hamburgo, ya tuvo que servir para eso otra vez.</div><p><b>Construcción:</b><br>für + Akkusativ</p><p><b>Perfekt:</b><br>Er hat dafür hergehalten.</p></div>",verb_prefix family::halten prefix::her separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hinhalten,"<div class=""answer"">sostener algo para que alguien lo vea o lo tome</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Kannst du das Bild mal da so hinhalten, damit ich sehe, wie es wirkt?</div><div class=""translation""><b>Traducción:</b><br>¿Puedes sostener el cuadro así ahí para que pueda ver cómo queda?</div><p><b>Perfekt:</b><br>du hast hingehalten</p></div>",verb_prefix family::halten prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
mithalten,"<div class=""answer"">poder competir, seguir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Doch gerade in diesem Bereich können viele kleinere Händler nicht mithalten.</div><div class=""translation""><b>Traducción:</b><br>Pero precisamente en este área muchos comerciantes pequeños no pueden mantenerse al día.</div><p><b>Construcción:</b><br>mithalten + Akkusativ (jemandem/etwas)</p><p><b>Perfekt:</b><br>Er hat nicht mit den Großen mitgehalten.</p></div>",verb_prefix family::halten prefix::mit separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
verhalten,"<div class=""answer"">retener o suprimir algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Tycho de Brahe fuhr zu Prag mit dem Kaiser Rudolf dem zweyten in der Kutsche, und wollte den Harn verhalten, aber nachdem er seine Freyheit wieder erlanget, konnte er gar nicht harnen, und starb aus lauter Höflichkeit.</div><div class=""translation""><b>Traducción:</b><br>Tycho de Brahe fue a Praga con el emperador Rodolfo el Segundo en la calesa, y quiso retener la orina, pero después de recuperar su libertad, no pudo orinar y murió por pura cortesía.</div><p><b>Perfekt:</b><br>Tycho de Brahe hat den Harn verhalten.</p></div>",verb_prefix family::halten prefix::ver separability::inseparable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorhalten<br>etwas vor sich halten,"<div class=""answer"">sostener algo con la mano delante de uno, por ejemplo para cubrir o proteger</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die erkrankte Person muss sich beim Husten oder Niesen die Hand vorhalten und sich anschließend die Hände waschen.</div><div class=""translation""><b>Traducción:</b><br>La persona enferma debe sostenerse la mano delante al toser o estornudar y luego lavarse las manos.</div><p><b>Construcción:</b><br>etwas vor sich halten</p><p><b>Perfekt:</b><br>Er hat sich die Hand vorgehalten, um die Tröpfchen abzufangen.</p></div>",verb_prefix family::halten prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zuhalten<br>jemand hält etwas zu,"<div class=""answer"">asegurar que algo permanezca cerrado</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich dachte schon, ich müsste die ganze Nacht die Öffnung zuhalten.</div><div class=""translation""><b>Traducción:</b><br>Ya pensé que tendría que mantener cerrada la apertura toda la noche.</div><p><b>Construcción:</b><br>jemand hält etwas zu</p><p><b>Perfekt:</b><br>Er hat die Tür zugehalten.</p></div>",verb_prefix family::halten prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zurückhalten<br>transitiv: Subjekt hält etwas zurück,"<div class=""answer"">contener, retener</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>In einer klaren Nacht wird es folglich wesentlich kälter als in einer Nacht mit geschlossener Wolkendecke, da die terrestrische Wärmestrahlung ins Weltall entweichen kann und kaum durch in der Atmosphäre enthaltenen kondensierten Wasserdampf zurückgehalten wird.</div><div class=""translation""><b>Traducción:</b><br>En una noche clara, por lo tanto, hace considerablemente más frío que en una noche con cubierta de nubes, ya que la radiación térmica terrestre puede escapar al espacio y apenas es contenida por el vapor de agua condensado contenido en la atmósfera.</div><p><b>Construcción:</b><br>transitiv: Subjekt hält etwas zurück</p><p><b>Perfekt:</b><br>er hat zurückgehalten</p></div>",verb_prefix family::halten prefix::zurück separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zusammenhalten,"<div class=""answer"">formar una unidad sólida, no separarse</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Stuhl hält jetzt wieder zusammen.</div><div class=""translation""><b>Traducción:</b><br>La silla ahora vuelve a mantenerse unida.</div><p><b>Construcción:</b><br>zusammenhalten + Subjekt (das zusammenhält)</p><p><b>Perfekt:</b><br>Der Stuhl hat zusammengehalten.</p></div>",verb_prefix family::halten prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ankommen,"<div class=""answer"">llegar a un lugar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich kam gestern in Bremen an.</div><div class=""translation""><b>Traducción:</b><br>Llegué ayer a Bremen.</div><p><b>Construcción:</b><br>ankommen (in [+Dativ] Ort)</p><p><b>Perfekt:</b><br>Er ist um 8 Uhr angekommen.</p></div>",verb_prefix family::kommen prefix::an separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
aufkommen,"<div class=""answer"">aparecer, llegar, surgir</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Mit den Selfies ist eine neue Mode aufgekommen.</div><div class=""translation""><b>Traducción:</b><br>Con los selfies ha surgido una nueva moda.</div><p><b>Construcción:</b><br>aufkommen (für etwas)</p><p><b>Perfekt:</b><br>Eine neue Mode ist aufgekommen.</p></div>",verb_prefix family::kommen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
auskommen<br>mit + Dativ,"<div class=""answer"">manejarse con algo o tener suficiente de algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Mit den Getränken werden wir das Wochenende auskommen.</div><div class=""translation""><b>Traducción:</b><br>Con las bebidas nos las arreglaremos para el fin de semana.</div><p><b>Construcción:</b><br>mit + Dativ</p><p><b>Perfekt:</b><br>Wir sind gut mit dem Geld ausgekommen.</p></div>",verb_prefix family::kommen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
